id,replied_by_author,parent_comment_id,author,no_of_replies,text,category,"Legend: (blank lang yung replied sticker/image)
1 - Positive response
2 - Negative response
3 - Inquiry
4 - Tagged a person/Shared a link
5- Neutral
6- diff language"
2198363760246081-13,FALSE,0,Shi Perater Ramirez,0,Give us one in Samal  po.,5,
2198363760246081-14,FALSE,0,Otom Agibmat Agibmat,0,Excellent performance,1,
2198363760246081-15,FALSE,0,Myra Silva,0,"Correct Sec. Kung ayaw, eh di wag.. 👍👍👍 there are other recipient provinces that would be happy to get more..",1,
2198363760246081-16,FALSE,0,Xiela Dacyon,0,"Continue your good work, Sec Manny 👍 We support you 👊😊",1,
2198363760246081-17,FALSE,0,Allan Londres,0,https://m.facebook.com/story.php?story_fbid=2168147373496189&id=100009028424332,4,
2198363760246081-18,FALSE,0,Richie Pineda,0,"Paki panood nga po to. Baka pede maging project  #pinol to. Check out ""The Boy Who Harnessed the Wind"" on Netflix www.netflix.com/title/80200047?source=android",4,
2198363760246081-19,FALSE,0,Melo A. Otad,0,***Replied sticker/image***,,
2198363760246081-20,FALSE,0,Dan Pornel,0,"Sec. Manny, those critics might have the backing of CPP/NPA or LP, and also rice cartels.  After all, they earned billions of pesos from the rice manipulation two years ago. They will not go down quitely, but slowly those critics are becoming irrelevant.",2,
2198363760246081-21,FALSE,0,Jimwill Bomsamyow Tabaranza,1,Britt Dazzer,4,
2198363760246081-22,FALSE,2198363760246081-21,Britt Dazzer,0,ah mao d i ni... ok kaayu..,1,
2198363760246081-23,FALSE,0,Sheila Esmoso Alba,0,***Replied sticker/image***,,
2198363760246081-24,FALSE,0,Ricardo Aquino,0,👊🏻👊🏻👊🏻,1,
2198363760246081-25,TRUE,0,Cris Ian Pizon,2,"Sir, is it possible that you also provide deepwells to other areas even if it is not just for rice production?",3,
2198363760246081-26,FALSE,2198363760246081-25,MannyPiñol,0,Cris Ian Pizon yes of course. Thats the other set up.,1,
2198363760246081-27,FALSE,2198363760246081-25,Cris Ian Pizon,0,MannyPiñol I highly appreciate your reply sir. How can we avail of such projects?,3,
2198363760246081-28,FALSE,0,Cornel Bongco,0,"This together with solar powered desalination might be a better option than a dam that would submerge thousands of hectares of land valuable for agriculture. What do you think, Sec. Piñol?",1,
2198465990235858-1,FALSE,0,Tomas Enriquez,0,"Mr Sec, can we expedite the constructio of this SPIS Project all over the country in order to mitigate the adverse effects of El Nino to Filipino farmers which according to forecast made by Pagasa; will be until August of this year. Thank you👍",3,
2198465990235858-2,FALSE,0,Lissa Castro Siaga,0,this is so applicable to a tropical country like the Philippines...longer summers and drought-like weather...job well done to u Mr. Secretary!🇵🇭,1,
2198465990235858-3,FALSE,0,Benedict Reyes,0,Wow. Thanx israel..  ols share here nefros oriental... top retirement place by forbes magazine,1,
2198465990235858-4,FALSE,0,Zyrel Chica,1,Hope the govt will also look in using RAM PUMP. Some areas in the Philippines is already using it.,5,
2198465990235858-5,FALSE,2198465990235858-4,Zyrel Chica,0,There is a fb group hr Ram Pump Philippines. The govt can get some inputs. Support is needed for R&D.  Other LGUs is already implementing the project you can browse in youtube.,1,
2198465990235858-6,FALSE,0,Ramon Aquende,0,Sir manny can we invite him her in Virac Catanduanes? We need water system expert  to sustain our irrigation,3,
2198465990235858-7,FALSE,0,Jeh Arz Lau,0,Leo Dag Jam,4,
2198465990235858-8,FALSE,0,Salguod Zerimar,0,go Sec Pinol!,1,
2198465990235858-9,FALSE,0,Lilia Ygay Griffiths,0,Right,1,
2198465990235858-10,FALSE,0,Gerick Padilla,0,"Looking for the best place for abundant water source underground? There is a scientific method that we are specialized, experienced, and available all over Philippines. If you have any requirements for AQUIFER (underground water pool) location you can avail of our services for georesistivity testing and deepwell drilling. 09301542115- Gerick Padilla",5,
2198465990235858-11,FALSE,0,Babylyn Yim,0,🇵🇭🇮🇱❤️❤️❤️,1,
2198465990235858-12,FALSE,0,知らない ぶた エリー,0,Wow,1,
2198465990235858-13,FALSE,0,Jerome Pilis,0,Dapat para masaya ang farmers more water more farm products produce diba abnoynoy,5,
2198465990235858-14,FALSE,0,Cornel Bongco,0,Solar pumps and solar desalination plants to help create salt for our fisherfolk and fresh water for our people would be the next revolution Israel could give us! Go Sec Manny!,1,
2198465990235858-15,FALSE,0,Lily Rose,0,From a farmer’s perspective: what good will these tech bring to them when tarriffication is now the law? How can these farmers compete with the unlimited importation of rice into the country?? And what about the price of copra??,3,
2198465990235858-16,FALSE,0,Naranz Bobby,0,kudos sec.Pinol and the israleli agri experts!,1,
2198465990235858-17,FALSE,0,Indira Sabillena,0,***Replied sticker/image***,,
2198465990235858-18,FALSE,0,Maylene Codilla Kline,0,Support the president and his team ❤️🇵🇭🤜🦅🇺🇸,1,
2198465990235858-19,FALSE,0,Paulo Ronquillo,0,Thank you israel!!! God bless,1,
2198465990235858-20,FALSE,0,Ivy G Custodio,0,God bless..,1,
2198465990235858-21,FALSE,0,Veronica Bretana,0,Nice,1,
2198465990235858-22,FALSE,0,Giovanni Marc Loresto,0,Nice,1,
2198465990235858-23,FALSE,0,Tam Catz,0,Great job!,1,
2198480550234402-1,FALSE,0,Rolly Flores,0,Let them Mr. Secretary..time will come they will beg your office to have that project implemented in their vicinity.... Ngayon di pa nila nakikita yang benefits kasi bitter pa sila sayo...,2,
2198480550234402-2,FALSE,0,Linda Agustin,0,anything that would help the economy of pinas should be appreciated!!,1,
2198480550234402-3,FALSE,0,Dawn Bolus Mawis,0,"Sec Manny, if Cotabato politician opposes that brilliant idea, offer it then to the many provinces who need that and who, with their open arms accept that blessings for their farmers.  Until you have filled the many places with solar panels, let us see saan pulutin yung Politician in Cotabato pag nakita ng mga constituents nya ang reason nya for declining it. Sa kangkungan for sure ang lagpak nya pag ang mga tao na ang decide sa kanya.  Just keep the people informed Secretary at patuloy po kayo maging matapang at tapat sa inyong pagsisilbi sa bayan.  Maraming salamat sa inyong sipag at lagi po kayo mag ingat. 😊",1,
2198480550234402-4,FALSE,0,Junor Española,0,"Dear Secretary Manny Piñol,  Maayong adlaw Sir!  P5.00 ang punuan pakuhit sa lubi, pahakot pa, P400 ang libu pabunot, lain pay suhol sa pabuak, landa ug palugit, tag P50.00 per sack ang plete sa habal2x gikan sa bukid dag-on sa kumprador. Unsaon man namu ning kupras nga tag P10.00 naman lang ang kilo😭😭😭? Unsa pa may mahimo sa mga coconut Farmers ani nga barato naman kaayo? Maayo untag malung-ag pa ni Kay ila nalang ning buoson. Kung ilaha pud ibaligya ang punuan sa lubi sa coco-lumber, P150 bayad cutting permit sa Philippine Coconut Authority, pa-notaryo pa sa abugado ug daghan pang balayrunon😭😭😭. Dugay nilang atiman sa ilang mga lubi arun lang mubunga, peru karun nga namunga na, paliton lang pud ang produkto sa presyong magulang lang gamay sa pangayo. Peru nganung ang coco-oil mahal man gihapun kaayo, P70 man gihapun ang kilo? kanunay lang me nag on-on ug lupoy kay mahal kaayong cooking-oil. Dili ta mabuhi sa garbu nga second world largest coconut producer ta kung ang mga mag-uuma gutom😭😭😭. Tabange pud sila nga mabuhi pud sila sa abut sa ilang paningkamot😭😭😭. Ipaabut pud unta ang hustisya sa mga mag-uuma ug pangitaan ug maayong paagi nga mulambo pud ang industriya sa lubi nga maoy backbone sa local economy sa mga upland/rural areas.  Sincerely yours, Coconut Farmers  (Copied and paste from a friend's post...Mamalihug ko ug share iyawat nalang makabasa si Mr. Secretary sa Department of Agriculture)  **Looy tawon akong mga igsoon ug kapamilya sa Pilipinas nga nag uma ug ga kopras, barato kaayo ang palit sa humay ug kopras pero hastang mahala sa bugas ug mantika😢",5,
2198480550234402-5,FALSE,0,Gerick Padilla,0,"Looking for the best place for abundant water source underground? There is a scientific method that we are specialized, experienced, and available all over Philippines. If you have any requirements for AQUIFER (underground water pool) location you can avail of our services for georesistivity testing and deepwell drilling. 09301542115- Gerick Padilla",5,
2198480550234402-6,FALSE,0,Ohms Saint Jaw,0,yan si GOV pinol at gobernadora ng cotabato kontra partido kasi yan kaya pati mga farmers damay.pa molitika lng cgi sana kapakanan nman ng mamamayan atupagin nila.,1,
2198480550234402-7,FALSE,0,Jedrick Faeldonia,0,Pnoy minded !!! Paano kung makulimlim ??? Talapongo,3,
2198480550234402-8,FALSE,0,Thokz Anoy,0,Kunti lang kasi ang madudukot di tulad ng dam tiba tiba😝😝😝,1,
2198480550234402-9,FALSE,0,Eroll Pajutining Paala,0,hikay sila sir o laban gid nahisa lang na sir kay damo ka proyekto.,1,
2198480550234402-10,FALSE,0,Genelyn Pulvera,0,"Dear Secretary Manny Piñol,  Maayong adlaw Sir!  P5.00 ang punuan pakuhit sa lubi, pahakot pa, P400 ang libu pabunot, lain pay suhol sa pabuak, landa ug palugit, tag P50.00 per sack ang plete sa habal2x gikan sa bukid dag-on sa kumprador. Unsaon man namu ning kupras nga tag P10.00 naman lang ang kilo😭😭😭? Unsa pa may mahimo sa mga coconut Farmers ani nga barato naman kaayo? Maayo untag malung-ag pa ni Kay ila nalang ning buoson. Kung ilaha pud ibaligya ang punuan sa lubi sa coco-lumber, P150 bayad cutting permit sa Philippine Coconut Authority, pa-notaryo pa sa abugado ug daghan pang balayrunon😭😭😭. Dugay nilang atiman sa ilang mga lubi arun lang mubunga, peru karun nga namunga na, paliton lang pud ang produkto sa presyong magulang lang gamay sa pangayo. Peru nganung ang coco-oil mahal man gihapun kaayo, P70 man gihapun ang kilo? kanunay lang me nag on-on ug lupoy kay mahal kaayong cooking-oil. Dili ta mabuhi sa garbu nga second world largest coconut producer ta kung ang mga mag-uuma gutom😭😭😭. Tabange pud sila nga mabuhi pud sila sa abut sa ilang paningkamot😭😭😭. Ipaabut pud unta ang hustisya sa mga mag-uuma ug pangitaan ug maayong paagi nga mulambo pud ang industriya sa lubi nga maoy backbone sa local economy sa mga upland/rural areas.  Sincerely yours, Coconut Farmers  (Copied and paste from a friend's post...Mamalihug ko ug share iyawat nalang makabasa si Mr. Secretary sa Department of Agriculture)  **Looy tawon akong mga igsoon ug kapamilya sa Pilipinas nga nag uma ug ga kopras, barato kaayo ang palit sa humay ug kopras pero hastang mahala sa bugas ug mantika😢",5,
2198480550234402-11,FALSE,0,Jeremiah Jover,0,Pahikaya lng sila sec ah.. Wala sila kabalo ka importansya sang solar irrigation.. Hindi pa nila mabatyagan ang kaayu sinong project.. Sooner or later dumdumon ka gd sang naga benepisyo sini nga project...,1,
2198480550234402-12,FALSE,0,Shie Panes Trinidad,0,"Grabe nman sila,   diri n lng ns sa amon ibutang kay subra 300 has ang rainfeed lng. Kabudlay gid sang farming nmon halis nabutang lng s water pump kita nmon. Praying nga mahatagn mn kmi sina diri.",1,
2198480550234402-13,FALSE,0,Alin Padrigo,0,***Replied sticker/image***,,
2198480550234402-14,FALSE,0,Jacob Coniate,0,Excellent job sir Manny👊👊👊,1,
2198480550234402-15,FALSE,0,Bernadette Medel,0,"Sir, please sana sa Bgy. Malagakit, Pigcawayan Cot. we depend on rain water kaya palagi failure ang harvest namin. Thanks",5,
2198480550234402-16,FALSE,0,Nelly Pascual,0,***Replied sticker/image***,,
2198480550234402-17,FALSE,0,Rosabel Galvez,0,Good job SEC. PINOL,1,
2198480550234402-18,FALSE,0,Manuel Salta,0,Good Job Sec.Piñol your in the right tract for the Pilipino’s,1,
2198480550234402-19,FALSE,0,Jimboy Jaso,0,Kong paramihin yan sa mindanao ... super wow pwede na gagawa rice terraces sa mindanao   power by solar ... pipeline system,1,
2198480550234402-20,FALSE,0,Kiko Belarma,0,Syempre indi sila ka komisyon. Pero kung dam na tibatiba sila.,1,
2198480550234402-21,FALSE,0,Talhal Bai,5,Paano kung walang init .....,3,
2198480550234402-22,FALSE,2198480550234402-21,Manuel Salta,0,"Talhal Bai  yan ang tanong ni Pinoy noon , ang gamit ng solar para sa patubig hindi problema kung walang init kasi meron itong pundo sa battery , wala naman siguro 1 buwan na walang init ang Pilipinas. Sana na unawaan mo itong explanation ko , ang mahalaga na ang Seretary ng Agricultura natin ay hindi binubulsa ang pera na laan sa agricultura at umiikot siya sa lahat ng probinsiya para matulungan at mapalakas ang atong Agricultura kasi huli na tayo sa manga katabing bansa natin 🦅🦅👊🏼",1,
2198480550234402-23,FALSE,2198480550234402-21,Hal Flores,0,Talhal Bai may battery ito para mag imbak ng power na tatagal ng ilang araw depende sa gamit. kung walang init sa mahabang panahon ay ibig sabihin nito ay umulan so hindi na kailangan ang irrigation. Gets nyo? Iba kasi ang domestic requirement sa solar keysa irrigation.,1,
2198480550234402-24,FALSE,2198480550234402-21,Nestor De Leon Sr.,0,Talhal Bai si pnoy sasagot ng tanong mo hahaha.,5,
2198480550234402-25,FALSE,2198480550234402-21,Talhal Bai,0,Sa too lang Alam ko yan . sarcasm po yan ang word lagi ng past admin ..Kasi andito ako KSA farm land area .,2,
2198480550234402-26,FALSE,2198480550234402-21,Rhett Francis Samillano,0,Talhal Bai ulo u painitin u,2,
2198480550234402-27,FALSE,0,Manisha B. Isha,0,Please po sa Panay area din...thanks,1,
2199189190163538-1,FALSE,0,Jessie Lorenzo,0,"soil management in agriculture industry or crop management system seems overlooked, i.e. the best soil pH of various crops, how to check and correct or cure the soil if necessary for optimum intake of nutrients, enhance plant growth and maximise the much needed increase in production..",1,
